Slope Angle,HS,Profile Depth,WL_Depth,max_stress,impact_criterion,coupled_criterion,sserr_result,touchdown_distance,ss_max_Sxx_norm,slab_tensile_criterion
37,1050.0,1050.0,570.0,0.02073660833113259,67.45882191929255,176.96272438463006,2.940016479460676,1253.6163624944531,1.6554082325884123,0.18434782608695652
35,3670.0,3670.0,2390.0,0.8461855859584415,52.53759529268834,254.37637872510572,18.512117935180562,3084.4751495044966,1.0850989557260222,0.028726061615320566
35,3000.0,3000.0,1530.0,0.10238504863487954,69.87522032172274,195.7421389467753,6.40499215680837,1399.1659252615052,0.9926078316279785,0.0
37,1080.0,1080.0,470.0,0.013732381334279311,80.09788183426228,195.9822973601564,2.358334103710027,1295.5513343203766,3.206248835869316,0.22431865828092243
32,1200.0,1200.0,750.0,0.05828692592019656,117.68745331814559,317.32607921944657,4.983166287860717,1982.236136071727,2.110327885618394,0.04105960264900662
45,1350.0,1350.0,420.0,0.012609817621986897,70.12756334484826,179.8897359321441,2.2308878600920012,1127.2275671154237,1.7644491519827916,0.3552941176470588
33,710.0,710.0,300.0,0.00706496906741215,57.811228863688434,145.91241883895822,1.739772376508465,1158.6073588186214,1.8228402646671118,0.2913907284768212
35,1690.0,1690.0,570.0,0.026023020695290593,90.48886537566213,234.1525875796347,3.301295645700419,1525.550002312053,1.857838380421108,0.23539518900343642
37,1120.0,1120.0,880.0,0.09134247987040088,146.147826579317,374.73758172716646,6.0567527284671066,1971.643319402272,1.4746801277783668,0.25140291806958476
34,1350.0,1350.0,300.0,0.009318308105766712,74.16139255827936,185.53769690121334,1.9956297942666028,1231.8480606316562,2.1107390729660973,0.2508250825082508
41,1110.0,1110.0,540.0,0.01594621153400195,84.02128262339805,180.12590925542332,2.4683528129426318,1269.661061510711,1.5842952322889554,0.36764705882352944
38,1400.0,1400.0,1040.0,0.16172262140638377,164.89686309595226,470.0078592123441,8.065622354629125,2429.9007125105563,1.8838177974939823,0.04880382775119617
38,1040.0,1040.0,840.0,0.11737379524616672,199.87300904471292,542.5623482417695,6.979543782997398,2439.8067411734764,1.4459903600084572,0.17370892018779344
37,1500.0,1500.0,460.0,0.03093379860830779,163.59004208986119,397.94460645754504,3.6363393223807634,1649.4071007495513,2.11837274433367,0.14870689655172414
39,1650.0,1650.0,620.0,0.028290128794811527,91.80724418436657,231.48273118873584,3.365089784601521,1418.586735455928,2.778532522997566,0.19523809523809524
45,650.0,650.0,250.0,0.0015195475169115509,15.272267700417476,42.07748559648732,0.9008081749708285,550.6441106485075,1.4468381201126292,0.1541501976284585
39,2770.0,2770.0,950.0,0.04350099777090885,72.10936916524605,191.695344533409,4.15539237598585,1341.0767590955056,1.1176217761891665,0.08490566037735849
37,800.0,800.0,410.0,0.013979297947859806,75.56679182509447,189.94945836355078,2.40031690478737,1236.1297503555402,1.9420054048009265,0.2891566265060241
36,1700.0,1700.0,680.0,0.02960076087806151,70.76705761062642,189.87387126851667,3.5627289885046913,1308.0345731066316,1.693788395125326,0.16279069767441862
33,2300.0,2020.0,970.0,0.03240202916112752,55.779750930878755,149.22342707173942,3.66816903950043,1249.212481057386,1.0712017377441352,0.05430327868852459
40,1150.0,1150.0,740.0,0.030412912888117767,67.7262509048541,179.33121926757502,3.5153365788344852,1302.2082196247893,1.9686960011936778,0.06970509383378017
43,2000.0,2000.0,1490.0,0.2658988754740774,191.8452204671473,460.08315331636345,10.040221071329528,2382.246886535641,1.726374697738584,0.23435419440745672
42,1650.0,1650.0,660.0,0.09776639128234939,223.7042562887284,560.857712451661,6.148672255964815,2421.048549078372,1.633796971279259,0.19184290030211482
41,1211.0,1211.0,511.0,0.021020133374560348,77.37919668060296,200.17721566566777,2.9286175046181695,1356.7778099295344,1.5836179741476981,0.23735408560311283
40,901.0,901.0,261.0,0.003165882976213578,35.791360525739556,93.51651350265573,1.1617812904769675,801.7427215420817,2.7884012441596133,0.3458646616541353
39,1340.0,1340.0,700.0,0.04308667809528166,94.27966180247,249.76028739862022,4.218759408085472,1471.6331586233666,1.5844553205613507,0.30354609929078014
